,No,개설학과,학년,과목번호,분반,과목명,"제한
인원","수강
인원","개설
이수구분",학점/시수,수업방식,강의시간,담당교수,교원구분,수강안내,수강제한참고사항,"영어
강의",교양영역,"교육과정
이수구분","교육과정
적용년도",수업유형,성적평가방식,영문과목명,절대상대평가,교직영역,"전자
출결","국어관련
교과목","영어관련
교과목","인문학관련
교과목","소프트웨어관련
교과목",전문가,Unnamed: 31,혁신가,Unnamed: 33,세계시민,Unnamed: 35,인증제,Unnamed: 37,Unnamed: 38
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전공지식탐구역량,융복합지식활용역량,창의적문제해결역량,미래 ICT역량,윤리지향성역량,지속가능성역량,이수구분,설계학점,이론/실습/설계
566,566.0,인문대학 사학과,1.0,1109-1002,0.0,역사학입문,0.0,29.0,전공(심화),3/3/0,,"월15:00~17:00(인0238), 목14:00~15:00(인0238)",박윤덕,전임교수,,,,,전공(심화),2025.0,이론,GRADE,Introduction to Historiography,상대평가,기본이수,,,,,,0,0,0,0,0,0,,,
567,567.0,인문대학 사학과,1.0,1109-1004,0.0,세계사속의 한국사,0.0,26.0,전공(핵심),3/3/0,,수13:00~16:00(인0238),원재린,강사,,,,,전공(핵심),2025.0,이론,GRADE,Korea in the World History,상대평가,,,,,,,0,0,0,0,0,0,,,
568,568.0,인문대학 사학과,1.0,1109-1007,0.0,동양고전의 이해,0.0,34.0,전공(기초),3/3/0,,"화16:00~18:00(인0236), 목16:00~17:00(인0236)",고명수,전임교수,,,,,전공(기초),2025.0,이론,GRADE,Selected Classical Chinese Readings in History,상대평가,,,,,,,0,0,0,0,0,0,,,
569,569.0,인문대학 사학과,1.0,1109-7001,0.0,처음 만나는 역사학,85.0,80.0,교양(소양),3/3/0,,수12:00~15:00(인0118),김정은,강사,,,,소양교양(융합과확장),,2025.0,이론,GRADE,Introduction to Historical Studies,상대평가,,,,,Y,,,,,,,,,,0/0/0
570,570.0,인문대학 사학과,1.0,1109-7002,0.0,역사와리더십,70.0,63.0,교양(균형),3/3/0,,"월09:00~10:30(교407), 목10:30~12:00(교407)",오지해,강사,,,,균형교양(인문학),,2025.0,이론,GRADE,Leadership in history,상대평가,,,,,Y,,,,,,,,,,0/0/0
571,571.0,인문대학 사학과,1.0,1109-7002,1.0,역사와리더십,100.0,95.0,교양(균형),3/3/0,,"월12:30~14:00(인0118), 수10:30~12:00(인0118)",김준영,강사,,,,균형교양(인문학),,2025.0,이론,GRADE,Leadership in history,상대평가,,,,,Y,,,,,,,,,,0/0/0
572,572.0,인문대학 사학과,1.0,1109-7002,2.0,역사와리더십,0.0,9.0,교양(균형),3/3/0,,토09:00~12:00(다2354),김준영,강사,지식융합학부 리더십과조직과학전공 재직자과정 학생만 수강 가능,타 학과 학생 수강 제한,,균형교양(인문학),,2025.0,이론,GRADE,Leadership in history,상대평가,,,,,Y,,,,,,,,,,0/0/0
573,573.0,인문대학 사학과,1.0,1109-7004,0.0,서양의 역사와 문화,50.0,49.0,교양(소양),3/3/0,,"월12:00~13:30(교301), 목15:00~16:30(교301)",오두영,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Western Civilization,상대평가,,,,,Y,,,,,,,,,,3/0/0
574,574.0,인문대학 사학과,1.0,1109-7005,0.0,영상으로 보는 중국문화,50.0,46.0,교양(소양),3/3/0,,"화13:30~15:00(교301), 수13:30~15:00(교301)",정일교,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Visual History of Chinese Culture,상대평가,,,,,Y,,,,,,,,,,3/0/0
575,575.0,인문대학 사학과,1.0,1109-7006,0.0,동양의 역사와 인물,45.0,23.0,교양(소양),3/3/0,,"수10:30~12:00(교301), 금09:00~10:30(교301)",박서진,강사,,,,소양교양(인성),,2025.0,이론,GRADE,Oriental History And People,상대평가,,,,,Y,,,,,,,,,,0/0/0
576,576.0,인문대학 사학과,1.0,1109-7007,0.0,실크로드 문화 기행,50.0,0.0,교양(소양),3/3/0,,"화15:00~16:30(인0118), 수15:00~16:30(인0119)",정일교,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Survey of Silkroad Culture,상대평가,,,,,Y,,,,,,,,,,3/0/0
577,577.0,인문대학 사학과,1.0,1109-7008,0.0,영상으로 보는 유럽문화,80.0,58.0,교양(균형),3/3/0,,"월15:00~16:30(교307), 목16:30~18:00(교307)",허현,전임교수,,,,균형교양(인문학),,2025.0,이론,GRADE,Visual history on European Culture,상대평가,,,,,Y,,,,,,,,,,0/0/0
578,578.0,인문대학 사학과,1.0,1109-7008,1.0,영상으로 보는 유럽문화,80.0,76.0,교양(균형),3/3/0,,"수13:30~15:00(교307), 금12:00~13:30(교307)",강미숙,강사,,,,균형교양(인문학),,2025.0,이론,GRADE,Visual history on European Culture,상대평가,,,,,Y,,,,,,,,,,0/0/0
579,579.0,인문대학 사학과,1.0,1109-7008,2.0,영상으로 보는 유럽문화,0.0,10.0,교양(균형),3/3/0,,토16:00~19:00(다2358),강미숙,강사,지식융합학부 리더십과조직과학전공 재직자과정 학생만 수강 가능,타 학과 학생 수강 제한,,균형교양(인문학),,2025.0,이론,GRADE,Visual history on European Culture,상대평가,,,,,Y,,,,,,,,,,0/0/0
580,580.0,인문대학 사학과,1.0,1109-7008,3.0,영상으로 보는 유럽문화,30.0,0.0,교양(균형),3/3/0,,"월15:00~16:30(교211), 목16:30~18:00(교211)",오두영,강사,외국인 유학생 전용 분반,,,균형교양(인문학),,2025.0,이론,GRADE,Visual history on European Culture,상대평가,,,,,Y,,,,,,,,,,0/0/0
581,581.0,인문대학 사학과,1.0,1109-7009,0.0,공학도를 위한 세계문화,100.0,97.0,교양(소양),3/3/0,,수15:00~18:00(인0118),김정은,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Global Culture for Engineers,상대평가,,,,,Y,,,,,,,,,,3/0/0
582,582.0,인문대학 사학과,1.0,1109-7009,1.0,공학도를 위한 세계문화,100.0,67.0,교양(소양),3/3/0,,"월15:00~16:30(인0118), 목16:30~18:00(인0118)",김충현,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Global Culture for Engineers,상대평가,,,,,Y,,,,,,,,,,3/0/0
583,583.0,인문대학 사학과,1.0,1109-7009,2.0,공학도를 위한 세계문화,100.0,92.0,교양(소양),3/3/0,,"화12:00~13:30(인0118), 목10:30~12:00(인0118)",오종현,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Global Culture for Engineers,상대평가,,,,,Y,,,,,,,,,,3/0/0
584,584.0,인문대학 사학과,1.0,1109-7010,0.0,동양의문화와유산,45.0,43.0,교양(소양),3/3/0,,"월10:30~12:00(교301), 목12:00~13:30(교301)",오지해,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Oriental culture and inheritance,상대평가,,,,,Y,,,,,,,,,,0/0/0
585,585.0,인문대학 사학과,1.0,1109-7011,0.0,지중해문명기행,60.0,58.0,교양(소양),3/3/0,,"화16:30~18:00(인0118), 목15:00~16:30(인0118)",김충현,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Mediterranean civilization,상대평가,,,,,Y,,,,,,,,,,0/0/0
586,586.0,인문대학 사학과,1.0,1109-7012,0.0,동남아시아의역사와문화,50.0,16.0,교양(소양),3/3/0,,"월16:00~18:00(인0136), 수16:00~17:00(인0136)",이준형,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,South-East Asia  Civilization,상대평가,,,,,Y,,,,,,,,,,0/0/0
587,587.0,인문대학 사학과,1.0,1109-7015,0.0,서양사의아웃사이더,50.0,44.0,교양(소양),3/3/0,,"화10:30~12:00(교301), 목09:00~10:30(교301)",오종현,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Outsider of western history,상대평가,,,,,Y,,,,,,,,,,0/0/0
588,588.0,인문대학 사학과,2.0,1100-2001,4.0,미래설계상담3,50.0,27.0,전공(기초),0/0/0,,,박윤덕,전임교수,,,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,,
589,589.0,인문대학 사학과,2.0,1109-2005,0.0,서양사사료선독,25.0,22.0,전공(핵심),3/3/0,,목10:00~13:00(인0236),박재욱,전임교수,,,Y,,전공(핵심),2024.0,이론,GRADE,Readings in European Historical Sources,상대평가,기본이수,,,,,,15,15,5,0,0,0,,,
590,590.0,인문대학 사학과,2.0,1109-2008,0.0,중국제도의이해,25.0,25.0,전공(심화),3/3/0,,"월16:00~18:00(인0236), 수17:00~18:00(인0236)",고명수,전임교수,,,,,전공(심화),2024.0,이론,GRADE,Understanding of Asian Institution,상대평가,,,,,,,15,5,5,0,0,0,,,
591,591.0,인문대학 사학과,2.0,1109-2010,0.0,프랑스의역사와문화,0.0,25.0,전공(핵심),3/3/0,,"월14:00~15:00(인0238), 목15:00~17:00(인0238)",박윤덕,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,French History and Culture,상대평가,,,,,,,15,5,5,0,0,0,,,
592,592.0,인문대학 사학과,2.0,1109-2012,0.0,동양고대문화기행,0.0,25.0,전공(핵심),3/3/0,,"월15:00~16:00(인0236), 수13:00~15:00(인0236)",이준형,강사,,,,,전공(핵심),2024.0,이론,GRADE,Travel into Ancient Culture of Asia,상대평가,기본이수,,,,,,15,5,5,0,0,0,,,
593,593.0,인문대학 사학과,2.0,1109-2019,0.0,일본고중세사,25.0,17.0,전공(핵심),3/3/0,,"월13:00~14:00(인0238), 수10:00~12:00(인0238)",김은정,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Ancient & Medieval History of Japan,상대평가,,,,,,,15,5,5,0,0,0,,,
594,594.0,인문대학 사학과,3.0,1100-3001,4.0,미래설계상담5,50.0,35.0,전공(기초),0/0/0,,,박윤덕,전임교수,,,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,,
595,595.0,인문대학 사학과,3.0,1109-3002,0.0,동양근세사,0.0,26.0,전공(핵심),3/3/0,,"월10:00~12:00(인0236), 수15:00~16:00(인0236)",김준영,강사,,,,,전공(핵심),2023.0,이론,GRADE,Modern History of Asia,상대평가,기본이수,,,,,,15,5,5,0,0,0,,,
596,596.0,인문대학 사학과,3.0,1109-3008,0.0,서양중세사의이해,0.0,24.0,전공(핵심),3/3/0,,"화13:00~15:00(인0236), 수16:00~17:00(인0236)",주나미,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Understanding of Western Medieval History,상대평가,기본이수,,,,,,15,5,5,0,0,0,,,
597,597.0,인문대학 사학과,3.0,1109-3009,0.0,미국의역사와문화,25.0,24.0,전공(핵심),3/3/0,,"화15:00~17:00(인0238), 목11:00~12:00(인0238)",허현,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,American History and Culture,상대평가,,,,,,,15,5,5,0,0,0,,,
598,598.0,인문대학 사학과,3.0,1109-3013,0.0,일본사의이해,25.0,21.0,전공(심화),3/3/0,,"화10:00~12:00(인0238), 목13:00~14:00(인0238)",김은정,전임교수,,,,,전공(심화),2023.0,이론,GRADE,Understanding of  Japanese History,상대평가,,,,,,,15,5,5,0,0,0,,,
599,599.0,인문대학 사학과,3.0,1109-3016,0.0,동양사회경제사,25.0,23.0,전공(심화),3/3/0,,수09:00~12:00(인0236),정일교,강사,,,,,전공(심화),2023.0,이론,GRADE,Social&Economic History of Asia,상대평가,,,,,,,15,5,5,0,0,0,,,0/0/0
600,600.0,인문대학 사학과,3.0,1109-3022,0.0,역사논술,0.0,4.0,전공(심화),2/2/0,,금11:00~13:00(인0236),박소연,강사,,,,,전공(심화),2023.0,이론,GRADE,Logical Writing in History Education,상대평가,교과교육,,,,,,15,10,10,0,10,0,,0,
601,601.0,인문대학 사학과,4.0,1109-4003,0.0,서양사경사,25.0,12.0,전공(심화),3/3/0,,"화13:00~14:00(인0238), 수16:00~18:00(인0238)",박재욱,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Socio-Economic History of Europe,상대평가,,,,,,,15,5,5,0,0,0,,,
602,602.0,인문대학 사학과,4.0,1109-4005,0.0,서양현대사의이해,25.0,14.0,전공(심화),3/3/0,,"화15:00~16:00(인0236), 목14:00~16:00(인0236)",주나미,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Understanding of Western History,상대평가,기본이수,,,,,,15,5,5,0,0,0,,,
603,603.0,인문대학 사학과,4.0,1109-4007,0.0,동양사세미나,25.0,14.0,전공(심화),3/3/0,,"월13:00~14:00(인0236), 화10:00~12:00(인0236)",박서진,강사,,,,,전공(심화),2022.0,이론,GRADE,Seminar in Asian History,상대평가,,,,,,,15,10,5,0,0,0,,,
604,604.0,인문대학 사학과,4.0,1109-4014,0.0,역사교수법및평가,0.0,5.0,전공(심화),2/2/0,,금13:00~15:00(인0236),박소연,강사,,,,,전공(심화),2022.0,이론,GRADE,Teaching Methodology and Evaluation in History Education,상대평가,교과교육,,,,,,15,10,10,0,10,0,,0,
605,605.0,인문대학 국사학과,1.0,1100-1001,6.0,미래설계상담1,99.0,19.0,전공(기초),0/0/0,,,이정란,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2025.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,,
606,606.0,인문대학 국사학과,1.0,1110-1007,0.0,학술고적답사1,99.0,20.0,전공(기초),0/0/0,,,이정란,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2025.0,이론,PASS/FAIL,historical survey1,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
607,607.0,인문대학 국사학과,1.0,1110-1009,0.0,고·중세사입문,25.0,24.0,전공(기초),3/3/0,,"월15:00~17:00(인0107), 수13:00~14:00(인0107)",이정란,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(기초),2025.0,이론,GRADE,Introduction of Ancient and Medieval,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
608,608.0,인문대학 국사학과,1.0,1110-1011,0.0,역사학과 영상,26.0,25.0,전공(핵심),3/3/0,,화15:00~18:00(인0107),이근호,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(핵심),2025.0,이론,GRADE,history and media,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
609,609.0,인문대학 국사학과,1.0,1110-7001,0.0,한국의역사,80.0,77.0,교양(균형),3/3/0,혼합,"수12:00~14:00(인0460), 금11:00~12:00(인0460)",이경동,강사,,,,균형교양(인문학),,2025.0,이론,GRADE,History of Korea,상대평가,,,,,Y,,,,,,,,,,0/0/0
610,610.0,인문대학 국사학과,1.0,1110-7001,1.0,한국의역사,90.0,88.0,교양(균형),3/3/0,,"월12:00~14:00(교408), 화17:00~18:00(교408)",이기봉,강사,,,,균형교양(인문학),,2025.0,이론,GRADE,History of Korea,상대평가,,,,,Y,,,,,,,,,,0/0/0
611,611.0,인문대학 국사학과,1.0,1110-7001,2.0,한국의역사,90.0,83.0,교양(균형),3/3/0,혼합,"목14:00~16:00(교408), 금15:00~16:00(교408)",김아네스,강사,,,,균형교양(인문학),,2025.0,이론,GRADE,History of Korea,상대평가,,,,,Y,,,,,,,,,,0/0/0
612,612.0,인문대학 국사학과,1.0,1110-7001,3.0,한국의역사,70.0,65.0,교양(균형),3/3/0,,"화14:00~15:00(교407), 목12:00~14:00(교407)",이근호,전임교수,,,,균형교양(인문학),,2025.0,이론,GRADE,History of Korea,상대평가,,,,,Y,,,,,,,,,,0/0/0
613,613.0,인문대학 국사학과,1.0,1110-7001,4.0,한국의역사,20.0,16.0,교양(균형),3/3/0,혼합,"화15:00~17:00(교211), 수14:00~15:00(교211)",김난옥,강사,외국인 유학생 전용 분반,,,균형교양(인문학),,2025.0,이론,GRADE,History of Korea,상대평가,,,,,Y,,,,,,,,,,0/0/0
614,614.0,인문대학 국사학과,1.0,1110-7003,0.0,한국근현대사,80.0,78.0,교양(균형),3/3/0,,"월16:00~18:00(인0124), 화17:00~18:00(인0122)",이성우,강사,,,,균형교양(인문학),,2025.0,이론,GRADE,Korean Modern and Contemporary History,상대평가,,,,,Y,,,,,,,,,,0/0/0
615,615.0,인문대학 국사학과,1.0,1110-7003,1.0,한국근현대사,103.0,102.0,교양(균형),3/3/0,,"수16:00~18:00(교408), 목11:00~12:00(교408)",박경목,전임교수,,,,균형교양(인문학),,2025.0,이론,GRADE,Korean Modern and Contemporary History,상대평가,,,,,Y,,,,,,,,,,0/0/0
616,616.0,인문대학 국사학과,1.0,1110-7003,2.0,한국근현대사,20.0,14.0,교양(균형),3/3/0,,"화16:00~18:00(인0102), 목10:00~11:00(인0107)",박경목,전임교수,외국인 유학생 전용 분반,,,균형교양(인문학),,2025.0,이론,GRADE,Korean Modern and Contemporary History,상대평가,,,,,Y,,,,,,,,,,0/0/0
617,617.0,인문대학 국사학과,1.0,1110-7004,0.0,한국생활문화사,70.0,45.0,교양(소양),3/3/0,,"월14:00~16:00(교407), 화15:00~16:00(교407)",이기봉,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Korea Folk and Culture History,상대평가,,,,,Y,,,,,,,,,,0/0/0
618,618.0,인문대학 국사학과,1.0,1110-7004,1.0,한국생활문화사,23.0,23.0,교양(소양),3/3/0,,"월11:00~13:00(교211), 수09:00~10:00(교211)",백미선,강사,외국인 유학생 전용 분반,,,소양교양(지역과세계),,2025.0,이론,GRADE,Korea Folk and Culture History,상대평가,,,,,Y,,,,,,,,,,0/0/0
619,619.0,인문대학 국사학과,1.0,1110-7006,0.0,인물로본한국사,80.0,41.0,교양(소양),3/3/0,,"월10:00~12:00(교204A), 화09:00~10:00(교204A)",이양희,강사,,,,소양교양(인성),,2025.0,이론,GRADE,The Great Persons of Korea History,상대평가,,,,,Y,,,,,,,,,,3/0/0
620,620.0,인문대학 국사학과,1.0,1110-7007,0.0,다시보는 독립운동,80.0,22.0,교양(소양),3/3/0,,"월15:00~16:00(교204A), 화10:00~12:00(교204A)",이양희,강사,,,,소양교양(인성),,2025.0,이론,GRADE,Reconsidering Independence Movement,상대평가,,,,,Y,,,,,,,,,,0/0/0
621,621.0,인문대학 국사학과,1.0,1110-7008,0.0,대학생활과 진로설계,20.0,18.0,교양(소양필수),1/1/0,,월17:00~18:00(인0107),이정란,전임교수,신입생 기초영역으로 초과 이수 가능,타 학과 학생 및 해당학년 외 수강제한,,소양교양(신입생기초),교양(소양필수),2025.0,이론,GRADE,Career design,절대평가,,,,,,,0,0,0,0,0,0,,,
622,622.0,인문대학 국사학과,2.0,1100-2001,6.0,미래설계상담3,99.0,17.0,전공(기초),0/0/0,,,이정란,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,,
623,623.0,인문대학 국사학과,2.0,1110-2006,0.0,한국근대사,24.0,24.0,전공(핵심),3/3/0,,월10:00~13:00(인0107),박경목,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(핵심),2024.0,이론,GRADE,Modern History of Korea,상대평가,기본이수,,,,,,10,0,3,0,0,2,,,
624,624.0,인문대학 국사학과,2.0,1110-2008,0.0,한국사의제문제,19.0,19.0,전공(심화),3/3/0,,화10:00~13:00(인0131),이정란,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2024.0,이론,GRADE,Problem of Korean History,상대평가,,,,,,,10,0,3,0,0,2,,,
625,625.0,인문대학 국사학과,2.0,1110-2009,0.0,한국고대사강독,25.0,23.0,전공(핵심),3/3/0,,목14:00~17:00(인0107),백미선,강사,,타 학과 학생 및 해당학년 외 수강제한,,,전공(핵심),2024.0,이론,GRADE,Reading in Ancient History of Korea,상대평가,,,,,,,10,0,3,0,0,2,,0,
626,626.0,인문대학 국사학과,2.0,1110-2014,0.0,한국근세사,22.0,20.0,전공(핵심),3/3/0,,월15:00~18:00(인0131),이근호,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(핵심),2024.0,이론,GRADE,Pre-Modern History of Korea,상대평가,,,,,,,10,0,3,0,0,2,,,0/0/0
627,627.0,인문대학 국사학과,2.0,1110-2018,0.0,학술고적답사3,99.0,17.0,전공(기초),0/0/0,,,이정란,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2024.0,이론,PASS/FAIL,historical survey3,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
628,628.0,인문대학 국사학과,3.0,1110-3001,0.0,한국사회사,15.0,9.0,전공(심화),3/3/0,,목10:00~13:00(인0131),김아네스,강사,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2023.0,이론,GRADE,Korean Social History,상대평가,기본이수,,,,,,10,0,3,0,0,2,,,
629,629.0,인문대학 국사학과,3.0,1110-3008,1.0,한국현대사,19.0,18.0,전공(핵심),3/3/0,,"화15:00~17:00(인0131), 목09:00~10:00(인0131)",허종,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(핵심),2023.0,이론,GRADE,Contemporary History of Korea,상대평가,기본이수,,,,,,10,0,3,0,0,2,,,
630,630.0,인문대학 국사학과,3.0,1110-3013,0.0,한국제도사,22.0,21.0,전공(심화),3/3/0,,화10:00~13:00(인0107),김난옥,강사,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2023.0,이론,GRADE,History of Korean Institutions,상대평가,,,,,,,0,0,0,0,0,0,,,
631,631.0,인문대학 국사학과,3.0,1110-3018,0.0,한국근대사상사,25.0,24.0,전공(심화),3/3/0,,금10:00~13:00(인0107),이성우,강사,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2023.0,이론,GRADE,Intellectual History of Modern Korea,상대평가,,,,,,,0,0,0,0,0,0,,0,
632,632.0,인문대학 국사학과,4.0,1100-3002,2.0,미래설계상담6,99.0,5.0,전공(기초),0/0/0,,,이정란,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2022.0,상담,PASS/FAIL,Counseling for Future Planning 6,절대평가,,,,,,,0,0,0,0,0,0,,,
633,633.0,인문대학 국사학과,4.0,1110-4002,0.0,한국현대사특강,15.0,8.0,전공(심화),3/3/0,,수10:00~13:00(인0131),허종,전임교수,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Topics in Korean Contemporary History,상대평가,,,,,,,10,0,3,0,0,2,,,
634,634.0,인문대학 국사학과,4.0,1110-4017,0.0,한국근세사특강,15.0,10.0,전공(심화),3/3/0,,수15:00~18:00(인0107),이경동,강사,,타 학과 학생 및 해당학년 외 수강제한,,,전공(심화),2022.0,이론,GRADE,Topics in  Korean Pre-Modern History,상대평가,,,,,,,10,0,3,0,0,2,,,0/0/0
635,635.0,인문대학 고고학과,1.0,1100-1001,3.0,미래설계상담1,99.0,19.0,전공(기초),0/0/0,,,박양진,전임교수,,,,,전공(기초),2025.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,,
636,636.0,인문대학 고고학과,1.0,1111-1001,0.0,고고학 개론,35.0,33.0,전공(기초),3/3/0,,수10:00~13:00(인0101),황재훈,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2025.0,이론,GRADE,Introduction to Archaeology,상대평가,,,,,,,0,0,0,0,0,0,,,
637,637.0,인문대학 고고학과,1.0,1111-7001,0.0,세계의문화유산,150.0,47.0,교양(균형),3/3/0,원격수업,"화16:00~18:00, 목16:00~17:00",유용욱,전임교수,[군E러닝 교과목],,,균형교양(인문학),,2025.0,이론,GRADE,Introduction to World Heritage Sites,상대평가,,,,,Y,,,,,,,,,,0/0/0
638,638.0,인문대학 고고학과,1.0,1111-7002,0.0,인류문명의 발생과 전개,37.0,30.0,교양(균형),3/3/0,,"화15:00~16:00(교210), 목15:00~17:00(교210)",박양진,전임교수,,,,균형교양(인문학),,2025.0,이론,GRADE,Survey of World Civilizations,상대평가,,,,,Y,,,,,,,,,,0/0/0
639,639.0,인문대학 고고학과,1.0,1111-7005,0.0,고고학,36.0,28.0,교양(소양),3/3/0,,"화17:00~18:00(교211), 목14:00~16:00(교211)",우재병,전임교수,,,,소양교양(인성),,2025.0,이론,GRADE,Archaeology,상대평가,,,,,Y,,,,,,,,,,3/0/0
640,640.0,인문대학 고고학과,2.0,1100-2001,3.0,미래설계상담3,99.0,13.0,전공(기초),0/0/0,,,,,,,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,,
641,641.0,인문대학 고고학과,2.0,1111-2001,0.0,한국 미술사 개론(고적답사포함),30.0,20.0,전공(기초),3/3/0,,목14:00~17:00(인0101),주경미,강사,,,,,전공(기초),2024.0,이론,GRADE,Introduction to Korean Art History,상대평가,,,,,,,15,15,0,0,0,0,,,
642,642.0,인문대학 고고학과,2.0,1111-2005,0.0,한국선사고고학(고적답사포함),30.0,20.0,전공(기초),3/3/0,,월14:00~17:00(인0101),유용욱,전임교수,,,,,전공(기초),2024.0,이론,GRADE,Prehistoric Archaeology of Korea,상대평가,,,,,,,15,0,15,0,15,15,,,
643,643.0,인문대학 고고학과,2.0,1111-2009,0.0,서양고고학강독,20.0,7.0,전공(심화),3/3/0,,수10:00~13:00(인0129),김은영,강사,,,,,전공(심화),2024.0,이론,GRADE,Readings in Archaeology of Western Civilization,상대평가,,,,,,,9,3,0,0,0,3,,,
644,644.0,인문대학 고고학과,3.0,1100-3001,3.0,미래설계상담5,99.0,11.0,전공(기초),0/0/0,,,,,,,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,,
645,645.0,인문대학 고고학과,3.0,1111-3001,0.0,석기문화,15.0,4.0,전공(심화),3/3/0,,화10:00~13:00(인0402),유용욱,전임교수,,,,,전공(심화),2023.0,이론,GRADE,Stone Age Cultures of Korea,상대평가,,,,,,,15,15,0,0,0,12,,,
646,646.0,인문대학 고고학과,3.0,1111-3003,0.0,한국민속학,20.0,18.0,전공(심화),3/3/0,,화15:00~18:00(인0101),김현영,강사,,,,,전공(심화),2023.0,이론,GRADE,Folklore of Korea,상대평가,,,,,,,6,15,0,0,0,0,,0,3/0/0
647,647.0,인문대학 고고학과,3.0,1111-3006,0.0,백제고고학(고적답사포함),25.0,23.0,전공(핵심),3/3/0,,"월13:00~14:00(인0129), 화13:00~15:00(인0129)",이성준,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Archaeology of Baekje Dynasty,상대평가,,,,,,,15,6,10,0,0,0,,,
648,648.0,인문대학 고고학과,3.0,1111-3007,0.0,한국불교미술(고적답사포함),15.0,9.0,전공(심화),3/3/0,,목10:00~13:00(인0129),주경미,강사,,해당학년 외 수강 제한,,,전공(심화),2023.0,이론,GRADE,Buddhistic Art of Korea,상대평가,,,,,,,10,1,1,0,1,1,,,
649,649.0,인문대학 고고학과,3.0,1111-3008,0.0,야외고고학,15.0,13.0,전공(심화),3/2/2,,"월14:00~16:00(인0402), 월16:00~18:00(인0402)",황재훈,전임교수,,,,,전공(심화),2023.0,이론/실습,GRADE,Field Methods in Archaeology,상대평가,,,,,,,15,10,10,0,0,5,,,
650,650.0,인문대학 고고학과,3.0,1111-3009,0.0,중국고고학개설,25.0,19.0,전공(핵심),3/3/0,,수15:00~18:00(인0101),박양진,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Introduction to Chinese Archaeology,상대평가,,,,,,,15,10,10,10,10,10,,,
651,651.0,인문대학 고고학과,3.0,1111-3010,0.0,일본고고학개설,25.0,17.0,전공(핵심),3/3/0,,"수13:00~15:00(인0101), 목17:00~18:00(인0101)",우재병,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Introduction to Japanese Archaeology,상대평가,,,,,,,10,10,10,10,10,10,,,
